file_path,avg_tempo_bpm,complexity_notes_per_second,tempo_bin,complexity_bin
data/classical_split\train\schubert\schub_d960_3.mid,245.6794024849852,13.557945737042637,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schub_d960_4.mid,243.72314952327775,11.597957622001825,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schubert_D850_1.mid,236.30497370777508,14.306057096894822,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schubert_D850_2.mid,193.4458064505601,8.47071330087285,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schubert\schubert_D850_3.mid,159.52785398382773,11.436409255118043,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\schubert\schubert_D935_1.mid,231.52209631977843,12.152385883980772,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schubert_D935_2.mid,173.9285948439837,7.146101102761831,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schubert\schubert_D935_3.mid,178.87611573474567,9.583882089543543,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\schubert\schuim-1.mid,181.93888556530922,10.777077557082926,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\schubert\schuim-2.mid,224.00666273213957,11.620732388596764,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schuim-3.mid,180.79543187941246,7.593330682827295,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schubert\schuim-4.mid,216.12140292297147,13.608566361421694,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schumm-1.mid,177.72425937168794,9.906051976383901,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\schubert\schumm-2.mid,172.560174095138,5.157553893545257,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schubert\schumm-3.mid,189.97061448596057,10.128421628180451,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\schubert\schumm-4.mid,169.5692039655901,8.56879448843424,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schubert\schumm-5.mid,222.56764086209714,19.460069857225434,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schubert\schumm-6.mid,101.42075832751706,6.352414674842792,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schumann\schum_abegg.mid,216.68007386806894,15.145576102337687,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn15_1.mid,207.16189248499884,5.512083355984177,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\schumann\scn15_10.mid,196.5087223262159,4.756482771249972,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\schumann\scn15_11.mid,207.57903101670072,9.033184447681464,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\schumann\scn15_12.mid,167.34904106269136,4.816482806445429,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schumann\scn15_2.mid,233.58287586241389,10.787694439671665,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn15_3.mid,246.51103653469843,12.755557884566894,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn15_4.mid,209.85762653817605,5.1190488025506475,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\schumann\scn15_5.mid,168.22771926654949,10.963935000073132,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn15_6.mid,196.43290932198553,12.05824487107374,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn15_7.mid,129.93292463949638,3.333096624794554,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schumann\scn15_8.mid,172.27855180492298,7.06467415179407,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schumann\scn15_9.mid,226.8181777741441,14.540882113295682,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn16_1.mid,238.78638206772482,11.392987165073787,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn16_3.mid,184.80681521116108,7.713289389282272,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schumann\scn16_4.mid,153.37715552993012,3.3471152698771314,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schumann\scn16_5.mid,187.0556895476604,9.36364549874685,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn16_6.mid,123.46191937486496,2.9270215887350295,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\schumann\scn16_7.mid,237.42403324453556,12.05874872337166,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\schumann\scn16_8.mid,207.5067198673513,8.623873119047415,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\schumann\scn68_10.mid,199.47700496267345,7.053919181294086,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\schumann\scn68_12.mid,241.5224650147504,12.514463773753679,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\tschai\ty_april.mid,247.96097188352402,10.626330435517573,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\tschai\ty_august.mid,179.71437354533856,12.802340505080698,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\train\tschai\ty_dezember.mid,198.08499287589206,10.719121706725057,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\tschai\ty_februar.mid,256.1186394431969,11.76690223554763,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\tschai\ty_januar.mid,168.1167000085612,5.255743456965303,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\tschai\ty_juli.mid,209.90876018897725,9.544071152199411,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\tschai\ty_juni.mid,197.13186092755797,6.38222743296641,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\train\tschai\ty_mai.mid,175.0531579427734,5.134040212024786,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\tschai\ty_november.mid,243.55914435757126,10.457593617641466,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\train\tschai\ty_oktober.mid,181.55356029953862,4.43116010821307,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\train\tschai\ty_september.mid,204.02836554004878,13.640479685623866,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\albeniz\alb_se3.mid,203.17607308019385,11.642179408003507,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\bach\bach_847.mid,239.44985957969834,9.723105647688977,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\balakir\islamei.mid,242.35589762053482,16.190565531658486,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\beeth\beethoven_opus22_2.mid,194.18965192388933,6.822773682735574,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\beeth\beethoven_opus90_2.mid,249.35278938607647,8.113552825864287,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\val\borodin\bor_ps2.mid,202.54393921757705,6.615321290459559,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\val\brahms\brahms_opus1_2.mid,174.03322939722372,5.2754791918652595,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\burgm\burg_gewitter.mid,280.1076620741175,10.50459661563329,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\chopin\chpn-p17.mid,212.82078810251198,15.679378742363062,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\chopin\chpn-p7.mid,102.53673752453669,4.510048388484702,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\chopin\chpn-p8.mid,207.11823331997908,16.7119495970178,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\chopin\chpn_op23.mid,183.21361256784368,9.320032486219306,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\val\debussy\deb_prel.mid,205.13085530327032,7.313715493022214,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\val\granados\gra_esp_3.mid,192.64042174564312,12.846438770197498,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\val\grieg\grieg_march.mid,159.608127017838,10.093102223943886,TEMPO_SLOW,COMPLEXITY_HIGH
data/classical_split\val\haydn\haydn_35_1.mid,233.35304410319117,9.758854726499626,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\haydn\haydn_9_2.mid,189.26858803681412,6.871985055092311,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\liszt\liz_et_trans4.mid,212.08287842968906,18.81713427694307,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\mendelssohn\mendel_op30_3.mid,113.75138242818683,4.252488267864718,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\mozart\mz_330_3.mid,188.91953356051403,9.043742071070488,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\mozart\mz_570_2.mid,172.18966855833142,4.330480748490099,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\muss\muss_4.mid,93.60526450004599,5.7244584802623635,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\schubert\schubert_D850_4.mid,196.51563327401192,10.944676930930614,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\schubert\schubert_D935_4.mid,212.99215135057287,14.24470984828835,TEMPO_FAST,COMPLEXITY_HIGH
data/classical_split\val\schumann\scn15_13.mid,163.79456144932652,2.934264187184587,TEMPO_SLOW,COMPLEXITY_LOW
data/classical_split\val\schumann\scn16_2.mid,204.0821388066277,7.824147275360279,TEMPO_FAST,COMPLEXITY_LOW
data/classical_split\val\tschai\ty_maerz.mid,165.66416708838796,4.073276965466872,TEMPO_SLOW,COMPLEXITY_LOW
